macro_f1,accuracy,alignment_gap,n_gradient_steps,lambda_used_mean,lambda_used_min,lambda_used_max,grad_cosine_mean,grad_cosine_min,grad_cosine_max,beta_mean,beta_min,beta_max,directional_margin_mean,directional_margin_min,directional_margin_max,constraint_active_rate,feasible_rate,negative_directional_margin_rate,seed,optimizer,run_id
0.78356119108842,0.7951807228915663,0.2503741681575775,1274,0.24055775703145427,0.0517747945567648,0.8637553836033498,0.39752867783823614,-0.5372955470362674,0.9475619744208548,796.9263297996952,0.0,7323.885929253748,88.7530199864403,1.2489936797635075,2274.1088408747246,1.0,1.0,0.0,42,AdamW,final_cspa_affect_seed42
0.5526031197662469,0.5813253012048193,0.0031411610543727875,2450,0.17295694732688516,0.0,0.8620123734446068,0.012444832203806884,-0.1989153063925303,0.3254834556117281,9980.425849964297,0.0,10000.0,11.806830506557532,2.031347040322645,94.02539764196104,1.0,0.3657142857142857,0.0,42,SGD_raw,cspa_sgd_seed42
0.8119832555753962,0.822289156626506,0.18097831308841705,784,0.30539062081287754,0.0760653402793039,0.8065308832963959,0.2753855341258848,-0.4818920950458715,0.854791258419479,906.0122894383221,0.0,10000.0,110.80667160532127,1.897246822925422,1118.3897143628428,1.0,1.0,0.0,123,AdamW,final_cspa_affect_seed123
0.5782874578520084,0.5933734939759037,0.0003941357135772705,1666,0.030133925966000487,0.0,0.8384152920133735,-0.0021519921058034503,-0.1759137169179447,0.1454385795489871,9980.40890999775,0.0,10000.0,11.09149471836744,2.825173198031836,58.067295159970655,1.0,0.06722689075630252,0.0,123,SGD_raw,cspa_sgd_seed123
0.7917543771192145,0.8012048192771084,0.18111692368984222,735,0.3193272323445738,0.0597302353183436,1.0,0.26998413272702454,-0.4413066942297959,0.8404822782053305,899.5782665808152,0.0,10000.0,102.51951084593281,1.639079043461637,1181.1253179094856,0.9972789115646259,1.0,0.0,777,AdamW,final_cspa_affect_seed777
0.5701452906357984,0.5843373493975904,0.0012252777814865112,1274,0.04021900208759934,0.0,1.0,-0.019984829171288084,-0.1936330737871177,0.259692830085204,9972.02889846536,0.0,10000.0,12.22297734261005,2.736994866129134,75.09441559459373,0.9984301412872841,0.058084772370486655,0.0,777,SGD_raw,cspa_sgd_seed777
