optimizer,n,macro_f1_mean,macro_f1_sd,accuracy_mean,accuracy_sd,alignment_gap_mean,alignment_gap_sd,n_gradient_steps_mean,n_gradient_steps_sd,lambda_used_mean_mean,lambda_used_mean_sd,lambda_used_min_mean,lambda_used_min_sd,lambda_used_max_mean,lambda_used_max_sd,grad_cosine_mean_mean,grad_cosine_mean_sd,grad_cosine_min_mean,grad_cosine_min_sd,grad_cosine_max_mean,grad_cosine_max_sd,beta_mean_mean,beta_mean_sd,beta_min_mean,beta_min_sd,beta_max_mean,beta_max_sd,directional_margin_mean_mean,directional_margin_mean_sd,directional_margin_min_mean,directional_margin_min_sd,directional_margin_max_mean,directional_margin_max_sd,constraint_active_rate_mean,constraint_active_rate_sd,feasible_rate_mean,feasible_rate_sd,negative_directional_margin_rate_mean,negative_directional_margin_rate_sd
AdamW,3,0.7957662745943436,0.014629590850009035,0.8062248995983937,0.014234384416423529,0.2041564683119456,0.040025762172510845,931.0,298.05536398461277,0.2884252033963019,0.04203601552674829,0.06252345671813743,0.012383828859278145,0.8900954222999152,0.09938774073506561,0.3142994482303818,0.07212920545871555,-0.48683144543731155,0.04818467445664311,0.8809451703485548,0.05813377389519477,867.5056286062776,61.20806505318034,0.0,0.0,9107.961976417917,1545.0551791274936,100.69306747923146,11.13969519154669,1.595106515383522,0.32635597408966005,1524.5412910490177,649.9019716864041,0.999092970521542,0.001571021140652019,1.0,0.0,0.0,0.0
SGD_raw,3,0.5670119560846846,0.013125724543156773,0.5863453815261045,0.006270078311644994,0.001586858183145523,0.0014087556019022963,1796.6666666666667,598.7898908075631,0.081103291793495,0.0797072626316425,0.0,0.0,0.9001425551526601,0.08728022417247627,-0.0032306630244282168,0.016241717348816492,-0.18948736569919755,0.012048172112483565,0.24353828841530642,0.09110305297593096,9977.621219475803,4.843099467643876,0.0,0.0,10000.0,0.0,11.707100855845008,0.5722960201365795,2.531171701494538,0.43510041770950336,75.72903613217514,17.987449539786645,0.999476713762428,0.0009063583503761845,0.16367531628035828,0.17503057864152669,0.0,0.0
