accuracy,alignment_gap,alignment_negative_cosine,alignment_positive_cosine,best_val_macro_f1,experiment,macro_f1,q1_f1,q1_precision,q1_recall,q1_support,q2_f1,q2_precision,q2_recall,q2_support,q3_f1,q3_precision,q3_recall,q3_support,q4_f1,q4_precision,q4_recall,q4_support,retrieval_a2l_median_rank,retrieval_a2l_r1,retrieval_a2l_r10,retrieval_a2l_r5,retrieval_l2a_median_rank,retrieval_l2a_r1,retrieval_l2a_r10,retrieval_l2a_r5,run_id,seed,split,stage,test_evaluated,wall_seconds,weighted_f1,lambda_align,temperature,lambda_uni,gradient_strategy,affect_aware,cspa
0.8072289156626506,0.21954694390296936,-3.4480501199141145e-05,0.2195124626159668,0.7967283857495614,affect_only,0.7967283857495614,0.813953488372093,0.7608695652173914,0.875,80,0.9108910891089109,0.8846153846153846,0.9387755102040817,98,0.7448275862068966,0.7941176470588235,0.7012987012987013,77,0.7172413793103448,0.7647058823529411,0.6753246753246753,77,46.0,0.009036144241690636,0.11746987700462341,0.06927710771560669,48.0,0.0150602413341403,0.1325301229953766,0.07228915393352509,final_affect_only_seed3407,3407,validation,final_seed,False,75.29803657531738,0.804105169118278,0.2,0.07,0.4575708941376109,scalarization,True,False
0.8102409638554217,0.16172321140766144,0.01602594368159771,0.1777491569519043,0.8023344602291971,affect_only,0.8023344602291971,0.8187134502923976,0.7692307692307693,0.875,80,0.898989898989899,0.89,0.9081632653061225,98,0.7619047619047619,0.8,0.7272727272727273,77,0.7297297297297297,0.7605633802816901,0.7012987012987013,77,49.0,0.01807228848338127,0.14156626164913177,0.0632530152797699,55.0,0.0150602413341403,0.1325301229953766,0.0602409653365612,final_affect_only_seed42,42,validation,final_seed,False,54.2977569103241,0.8085962107839089,0.2,0.07,0.4575708941376109,scalarization,True,False
0.8012048192771084,0.16711542010307312,0.034084342420101166,0.20119976997375488,0.7931605682433055,affect_only,0.7931605682433055,0.8070175438596491,0.7582417582417582,0.8625,80,0.9025641025641026,0.9072164948453608,0.8979591836734694,98,0.7320261437908496,0.7368421052631579,0.7272727272727273,77,0.7310344827586207,0.7794117647058824,0.6883116883116883,77,51.0,0.009036144241690636,0.1234939768910408,0.06927710771560669,58.0,0.01807228848338127,0.1295180767774582,0.0662650614976883,final_affect_only_seed777,777,validation,final_seed,False,56.134276151657104,0.8002058849529011,0.2,0.07,0.4575708941376109,scalarization,True,False
0.6746987951807228,,,,0.6663911966301672,audio_only,0.6663911966301672,0.6928104575163399,0.726027397260274,0.6625,80,0.84375,0.8617021276595744,0.826530612244898,98,0.5714285714285714,0.5714285714285714,0.5714285714285714,77,0.5575757575757576,0.5227272727272727,0.5974025974025974,77,,,,,,,,,final_audio_only_seed123,123,validation,final_seed,False,32.238038063049316,0.677848403417592,0.2,0.07,0.4575708941376109,scalarization,False,False
0.6716867469879518,,,,0.6513086888567103,audio_only,0.6513086888567103,0.7444444444444445,0.67,0.8375,80,0.8512820512820513,0.8556701030927835,0.8469387755102041,98,0.5131578947368421,0.52,0.5064935064935064,77,0.49635036496350365,0.5666666666666667,0.44155844155844154,77,,,,,,,,,final_audio_only_seed2026,2026,validation,final_seed,False,31.96150541305542,0.6647991945124192,0.2,0.07,0.4575708941376109,scalarization,False,False
0.6927710843373494,,,,0.6756754377540894,audio_only,0.6756754377540894,0.7303370786516854,0.6632653061224489,0.8125,80,0.8512820512820513,0.8556701030927835,0.8469387755102041,98,0.5185185185185185,0.603448275862069,0.45454545454545453,77,0.6025641025641025,0.5949367088607594,0.6103896103896104,77,,,,,,,,,final_audio_only_seed3407,3407,validation,final_seed,False,31.43797993659973,0.6872770154853545,0.2,0.07,0.4575708941376109,scalarization,False,False
0.7018072289156626,,,,0.6875284932986031,audio_only,0.6875284932986031,0.7361963190184049,0.7228915662650602,0.75,80,0.8431372549019608,0.8113207547169812,0.8775510204081632,98,0.5655172413793104,0.6029411764705882,0.5324675324675324,77,0.6052631578947368,0.6133333333333333,0.5974025974025974,77,,,,,,,,,final_audio_only_seed42,42,validation,final_seed,False,37.28596377372742,0.697810985680621,0.2,0.07,0.4575708941376109,scalarization,False,False
0.6867469879518072,,,,0.6726883609807437,audio_only,0.6726883609807437,0.6871165644171779,0.6746987951807228,0.7,80,0.8133971291866029,0.7657657657657657,0.8673469387755102,98,0.6037735849056604,0.5853658536585366,0.6233766233766234,77,0.5864661654135338,0.6964285714285714,0.5064935064935064,77,,,,,,,,,final_audio_only_seed777,777,validation,final_seed,False,28.00260901451111,0.6817189897236123,0.2,0.07,0.4575708941376109,scalarization,False,False
0.822289156626506,0.18097831308841705,0.028861751779913902,0.2098400592803955,0.8119832555753962,cspa_affect,0.8119832555753962,0.8379888268156425,0.7575757575757576,0.9375,80,0.9238578680203046,0.9191919191919192,0.9285714285714286,98,0.7448275862068966,0.7941176470588235,0.7012987012987013,77,0.7412587412587412,0.803030303030303,0.6883116883116883,77,45.0,0.027108434587717056,0.1837349385023117,0.10843373835086823,41.0,0.021084336563944817,0.15060241520404816,0.0662650614976883,final_cspa_affect_seed123,123,validation,final_seed,False,77.27024722099304,0.8192946518858293,0.2,0.07,0.4575708941376109,scalarization,True,True
0.8102409638554217,0.2395436316728592,0.0026784592773765326,0.24222208559513092,0.8005037090885023,cspa_affect,0.8005037090885023,0.8129032258064516,0.84,0.7875,80,0.9306930693069307,0.9038461538461539,0.9591836734693877,98,0.7222222222222222,0.7761194029850746,0.6753246753246753,77,0.7361963190184049,0.6976744186046512,0.7792207792207793,77,38.0,0.0150602413341403,0.15060241520404816,0.06927710771560669,47.0,0.027108434587717056,0.15963855385780334,0.09337349236011505,final_cspa_affect_seed2026,2026,validation,final_seed,False,109.55826568603516,0.8088506220847096,0.2,0.07,0.4575708941376109,scalarization,True,True
